job_id,job_title,agency,platform,field,industry,employment_type,exp_years_min,exp_years_max,exp_years_mid,start_date,closing_date,is_open,first_seen,last_seen,removed_at,job_description
11749291,Cyber Security Vulnerability Researcher (Cloud Platform),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-08 00:00:00+00,2026-06-30 00:00:00+00,f,2026-06-10 10:44:10.232646+00,2026-06-30 12:28:28.137373+00,2026-06-30 12:28:28.137373+00,
11749331,Cyber Security Vulnerability Researcher (Windows),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-08 00:00:00+00,2026-06-30 00:00:00+00,f,2026-06-10 10:44:10.232646+00,2026-06-30 12:28:28.137373+00,2026-06-30 12:28:28.137373+00,"We are looking for passionate individuals to be part of our vulnerability research team dedicated to keeping our Windows platform and software safe.

In this role, you will be part of a team of vulnerability researchers responsible for working closely with stakeholders to perform security audit on Windows operating systems and relevant software. The audit process includes identifying potential security flaws in a software, assessing their impact to the security of the software through simulating breach scenarios, and devising potential remediation to counter identified security flaws.

An ideal candidate should be passionate about vulnerability research and is motivated to learn independently."
11749343,Cyber Security Vulnerability Researcher (Mobile),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-06-30 00:00:00+00,f,2026-06-10 10:44:10.232646+00,2026-06-30 12:28:28.137373+00,2026-06-30 12:28:28.137373+00,
11749377,Cyber Security Vulnerability Researcher (Linux),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-06-30 00:00:00+00,f,2026-06-10 10:44:10.232646+00,2026-06-30 12:28:28.137373+00,2026-06-30 12:28:28.137373+00,"Perform information security assessments through vulnerability research, penetration testing, code auditing, black box testing, reverse engineering, proof-of-concept simulations and malware analysis"
11749399,Cyber Security Software Engineer (Windows),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-08 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,"We are looking for motivated and enthusiastic individuals to be part of a team that designs, develops and implements innovative software protection solutions to counter cyber threats.

The team also conducts exploratory analysis and reverse engineering of emerging malware and defence technologies to develop tools that will help protect enterprise servers and endpoint Windows machines. Parts of the job will need you to investigate and analyze security incidents to refine existing software security strategies and solutions."
11749437,Cyber Security Software Engineer (Mobile),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-01-15 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749445,Cyber Security Software Engineer (Linux),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749476,Cyber Security Software Engineer (Network Devices),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749482,Cyber Security Researcher (Windows),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,"We are looking for individuals that are passionate about cyber research and enjoy experimenting with disruptive, revolutionary ways of doing things. Thinking out of the box and having the perseverance to work through new ideas is key.

This team conducts research on advanced actors and their techniques. Insights drawn from malware analysis and attacker trends will help drive the development of tools that will create the next generation of Windows enterprise servers and endpoint protection. 

This team is dynamic and ever-adapting to changes in the cyber scene. Expect to research in a variety of cyber domains and produce different types of tools."
11749496,Cyber Security Researcher (Security Products and Technologies),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749582,Cyber Security Researcher (Embedded Device),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749595,Cyber Security Researcher (Malware),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749628,Cyber Security Researcher (Telecommunications),Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749644,Cyber Security Researcher,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-08 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749677,Cyber Security Software Engineer,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749686,Cyber Threat Investigator,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749690,Senior Cyber Threat Investigator,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,3,8,5.5000000000000000,2026-03-30 00:00:00+00,2027-03-30 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749700,Cybersecurity Penetration Test Specialist,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749708,Senior Cybersecurity Penetration Test Specialist,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,5,10,7.5000000000000000,2026-01-09 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,
11749953,Network Reliability Engineer,Centre for Strategic Infocomm Technologies,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2026-01-09 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,"You will be part of the dynamic team responsible for building resilient network infrastructure using cutting-edge technologies such as cloud-based and software-defined networking e.g. SD-WAN, ACI and NSX. You must have a good understanding of IT infrastructure systems, and knowledge in the latest networking technologies and platforms. We need you to be a team player, keen to take on new challenges and keep abreast with rapidly evolving technology landscape."
11772165,Cyber Intelligence Analyst,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career await those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

We are looking for candidates who are critical thinkers with investigative mindset and have the passion to pursue a career in the field of cyber intelligence. You will be part of the team with unique access to insights of cyber threat activities operating within Singapore's cyberspace, and your role is to attribute cyber threats and assess the potential impact to national security."
11772212,Cyber Analytics Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

We are looking for candidates who are interested in both cyber security and data analytics. Your role is to apply analytical skills in evaluating data related to cyber threat activities operating within Singapore’s cyberspace that could potentially impact national security."
11772504,Data Analytics Engineer,MHA - Internal Security Department (ISD),hrp,Data Analysis & Data Mgt,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2026-06-04 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-10 10:44:10.232646+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"The Internal Security Department (ISD) confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans. 

You will be part of a dynamic engineering team supported by highly technical and collaborative colleagues. You will have access to numerous learning opportunities, like attending leading overseas conferences (e.g. QCon, PyData Global, KubeCon), protected time for professional development and a learning and development subsidy to support your growth. You will also have many opportunities to work on challenging, diverse and unique problem statements.

What we offer:
• Opportunities for advanced training and professional development, including attending leading overseas conferences and courses
• A collaborative and dynamic work environment with a team of highly technical and motivated colleagues
• A chance to work on challenging, diverse, and unique problem statements that have a direct impact on national security"
11772552,"Planning, Policy and Relations Executive",MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career await those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a team working in the related fields of technology planning, policy formulation and compliance as well as relationship management of key stakeholders."
11772949,Cyber Intelligence Malware Analyst,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

We are looking for candidates who are critical thinkers with investigative mindset and have the passion to pursue a career in the field of cyber intelligence. You will be part of the team with unique access to insights of cyber threat activities operating within Singapore's cyberspace, and your role is to attribute cyber threats and assess the potential impact to national security."
11773019,Cyber Intelligence Technical Analyst,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

We are looking for candidates who are critical thinkers with investigative mindset and have the passion to pursue a career in the field of cyber intelligence. You will be part of the team with unique access to insights of cyber threat activities operating within Singapore's cyberspace, and your role is to attribute cyber threats and assess the potential impact to national security."
11773921,Applied R&D Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,Engineering,Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
11774082,Digital Security Researcher,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
11774089,Mobile App Developer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2026-05-07 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
11779405,Enterprise Infrastructure Specialist,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2026-05-07 00:00:00+00,2026-12-31 00:00:00+00,t,2026-06-10 10:44:10.232646+00,2026-08-15 10:45:34.299911+00,,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

As an Enterprise Infrastructure Specialist, you will be part of a dynamic team to build and support optimized enterprise environments using the latest technological tools and methods. You will be involved in the conceptualization, strategizing, design and deployment of Cloud (Public / Private / Hybrid) solutions, PaaS and virtualization technologies. You will have opportunities to experience the full of ICT transformation spectrum. In addition, you will participate in providing consultancy to projects involving new infrastructure implementation."
11782631,Strategic Information & Communications Technology (ICT) Systems Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a dynamic team responsible for the architecting and implementing of strategic ICT systems to build capability across our enterprise platforms. You will be involved in the active review of systems and be responsible in the re-engineering, co-creation, management, support of systems that enhance the capabilities of the organisation. You will work closely with vendors, infrastructure and applications teams to support the implementation of ICT projects."
11782643,ICT System Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a dynamic team responsible for the operation and support of our Mission critical ICT systems and applications. You will be involved in the system operation & support strategies, formulate standard operating procedures to ensure proper operation of ICT systems, and ensure compliance to system resiliency standards. You will receive knowledge transfer and training on the system operations support. You will also be supported by solution providers in the investigation and escalation of technical issues."
11782951,Data Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a technologically advanced team to support the Data Analytics function. You will have opportunities for learning and discovery of new cutting-edge techniques in this specialised domain. You will experience the lifecycle of data ingestion, optimization and data analysis to meet timely delivery of data insights."
11783064,Data Platform Engineer,MHA - Internal Security Department (ISD),hrp,Data Analysis & Data Mgt,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2022-06-22 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a dynamic team specializing in operating Big Data platforms and Enterprise Databases. You will have opportunities for learning and discovery of new cutting-edge techniques in this specialised domain. You will experience the lifecycle of data transformation and management."
11783155,Endpoints Support Specialist,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

The Endpoints Support Specialist is responsible for the evaluation, procurement, configuration, management, and support of endpoint devices (e.g. PCs, notebooks, printers, scanners, etc.) for daily to large scale projects in a timely order to ensure operational steadiness for the organisation."
11790692,Network Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,2,20,11.0000000000000000,2025-05-30 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans.

You will be part of a team who is responsible for the planning, design, project implementation, operation and support of network infrastructure that provide end-users at different locations, with secure and reliable connectivity to organistion's wide range of applications and digital services. As a member of technically competent team, you will be involved in the delivery of various network solutions to address the long-term operational needs of the organisation, as well as ad-hoc requests from end-users."
11790925,Cybersecurity Professional,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-08-10 00:00:00+00,f,2026-06-13 15:01:46.678858+00,2026-08-10 11:29:06.799561+00,2026-08-10 11:29:06.799561+00,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
